Id,Character,Name,Ability Element,Ability Pot. %,Ability Range,Ability Type,Command ATB,Command Sigil,Effect0,Effect0_Duration,Effect0_Extend,Effect0_MaxPot,Effect0_Pot,Effect0_Range,Effect1,Effect1_Duration,Effect1_Extend,Effect1_MaxPot,Effect1_Pot,Effect1_Range,Effect2,Effect2_Duration,Effect2_Extend,Effect2_MaxPot,Effect2_Pot,Effect2_Range,Effect3,Effect3_Range,GachaType
50004,Glenn,Hardcore Squad,Heal,9.0,All Allies,Mag,5,,PDEF Up,14,4,High,High,All Allies,MDEF Up,14,4,High,High,All Allies,,,,,,,,,Featured
50005,Glenn,Rest in Peace,None,750.0,Single Enemy,Phys,4,◊ Diamond,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,,,,,,,Featured
50006,Glenn,Slay the Day,None,420.0,Single Enemy,Phys,3,,PDEF Down,24,8,High,High,Single Enemy,Water Damage Up,35,7,Very High,Very High,Self,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,Featured
50007,Glenn,Ultimatic,None,1040.0,Single Enemy,Phys,4,◯ Circle,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,,,,,,,Featured
50008,Glenn,Piece of Cake,None,510.0,Single Enemy,Phys,4,,PDEF Down,25,8,Very High,Very High,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Featured
50010,Glenn,Shockbuster,Lightning,520.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Featured
50011,Glenn,Apology in Hell,None,940.0,Single Enemy,Phys,4,,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,,,,,,,Featured
50012,Glenn,Pirate's Glaive,None,800.0,All Enemies,Phys,4,,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN ADDITIONAL EFFECT,All Enemies,Featured
50013,Glenn,Blade of Ruin,Ice,940.0,Single Enemy,Phys,4,,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKNOWN EFFECT: 30,,,,,Self,,,,,,,,,Featured
50014,Glenn,Squeaky Hammer,None,700.0,Single Enemy,Phys,4,,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,,,,,,,Event
50015,Glenn,Inferno Grave,Fire,450.0,Single Enemy,Mag,4,,,,,,,,,,,,,,,,,,,,,,Grindable
50016,Glenn,Pumpkin Lamppost,Heal,14.0,Single Ally,Mag,4,,PATK Up,38,12,Very High,Very High,Single Ally,UNKOWN SKILL STATUS CHANGE,,,,,Single Ally,,,,,,,,,Featured
50018,Glenn,Thousand Waves,None,560.0,Single Enemy,Mag,4,,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,,,,,,,Event
50019,Glenn,Steiner's Blade,None,360.0,Single Enemy,Phys,4,,PATK Down,28,9,High,Mid,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Event
50020,Glenn,Stream Slasher,Water,900.0,Single Enemy,Phys,4,◊ Diamond,PDEF Down,25,8,Very High,Very High,Single Enemy,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,,,,,,,,,Limited
50021,Glenn,Best Wishes,None,360.0,Single Enemy,Mag,4,,PDEF Down,28,9,High,Mid,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Event
50022,Glenn,Radglaive,Water,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
50023,Glenn,Silver Sol Buster,Fire,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
50024,Glenn,Ultimate Personal Style,Heal,5.0,All Allies,Mag,0,,MDEF Up,20,20,Very High,Very High,All Allies,,,,,,,,,,,,,,,Ultimate
50026,Glenn,Stilva Glaive,None,250.0,All Enemies,Mag,4,,Ice Resistance Down,35,8,High,Mid,All Enemies,UNKOWN ADDITIONAL EFFECT,,,,,All Enemies,,,,,,,,,Event
50027,Glenn,Ogrekiller,None,2000.0,Single Enemy,Both,0,,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN SKILL STATUS CHANGE,Self,Ultimate
50029,Glenn,Set Square,None,250.0,All Enemies,Mag,4,,PDEF Down,35,8,High,Mid,All Enemies,UNKOWN ADDITIONAL EFFECT,,,,,All Enemies,,,,,,,,,Event
50030,Glenn,Desperado Glaive,Earth,620.0,Single Enemy,Phys,3,,PATK Down,30,10,Very High,Very High,Single Enemy,Earth Resistance Down,30,10,Very High,Very High,Single Enemy,UNKOWN SKILL STATUS CHANGE,,,,,Self,,,Featured
50031,Glenn,Snow's Bardiche,Ice,920.0,Single Enemy,Mag,4,,Status Ailment: Enfeeble,60,12,,,Single Enemy,MATK Down,35,11,Very High,High,Single Enemy,MDEF Up,35,11,Very High,High,All Allies,,,Limited
51001,Matt,Broadsword: Axis,None,900.0,Single Enemy,Phys,4,,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,,,,,,,Featured
51002,Matt,Orthodox Raven,Water,540.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Featured
51003,Matt,Absolute Royal,Ice,540.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Featured
51004,Matt,Prime Number,Heal,75.0,All Allies,Mag,5,,,,,,,,,,,,,,,,,,,,,,Featured
51005,Matt,Espee Rapiere Next-G,Heal,150.0,Single Ally,Mag,5,,,,,,,,,,,,,,,,,,,,,,Featured
51006,Matt,Core Defender,Heal,8.0,All Allies,Mag,4,,MDEF Up,14,4,Very High,Very High,All Allies,,,,,,,,,,,,,,,Featured
51007,Matt,Centipede,Heal,60.0,All Allies,Mag,5,,PDEF Up,14,4,Very High,High,All Allies,,,,,,,,,,,,,,,Featured
51008,Matt,Stingray,None,540.0,Single Enemy,Mag,4,,MDEF Down,25,8,Very High,Very High,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Featured
51009,Matt,Killer Hornet,None,720.0,Single Enemy,Phys,4,◊ Diamond,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,,,,,,,Featured
51010,Matt,Bramble Spine,Heal,14.0,Single Ally,Mag,4,,PATK Up,38,12,Very High,Very High,Single Ally,UNKOWN SKILL STATUS CHANGE,,,,,Single Ally,,,,,,,,,Featured
51012,Matt,Syringe Rapier,Heal,8.0,All Allies,Mag,4,,MDEF Up,14,4,Very High,High,All Allies,PDEF Up,14,4,Very High,High,All Allies,,,,,,,,,Featured
51013,Matt,Foam Sword,None,620.0,Single Enemy,Phys,4,,UNKNOWN EFFECT: 6,,,,,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Event
51015,Matt,Slick Beetle,None,480.0,Single Enemy,Phys,4,,PATK Down,25,8,Very High,Very High,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Featured
51016,Matt,Bahamut Rapier,None,450.0,Single Enemy,Mag,4,◊ Diamond,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,,,,,,,Grindable
51017,Matt,Holiday Cane,Earth,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
51018,Matt,Giant Fork,Heal,14.0,Single Ally,Mag,4,,PATK Up,44,14,High,Mid,Single Ally,UNKOWN SKILL STATUS CHANGE,,,,,Single Ally,,,,,,,,,Event
51020,Matt,Humus Rapier,Wind,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
51021,Matt,Nautilus Spiral,None,420.0,Single Enemy,Phys,3,◊ Diamond,Ice Resistance Down,24,8,Very High,Very High,Single Enemy,Lightning Resistance Down,24,8,Very High,Very High,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,Featured
51022,Matt,Firefish,Fire,450.0,Single Enemy,Phys,4,,,,,,,,,,,,,,,,,,,,,,Event
51023,Matt,Deroplatys,Heal,48.0,All Allies,Mag,4,,PATK Up,20,6,Very High,High,All Allies,MDEF Up,20,6,Very High,Very High,All Allies,,,,,,,,,Limited
51024,Matt,Ultimate Broadsword: Axis,Heal,11.0,All Allies,Mag,0,,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKNOWN EFFECT: 6,,,,,All Allies,,,,,,,,,Ultimate
51025,Matt,Candle Rapier,Lightning,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
51026,Matt,Luminary Sword,Heal,8.0,All Allies,Mag,4,,MATK Up,30,10,Very High,Mid,All Allies,Fire Damage Up,30,10,Very High,Mid,All Allies,,,,,,,,,Featured
51027,Matt,Hrotti,None,360.0,Single Enemy,Mag,4,,Earth Resistance Down,28,9,High,High,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Event
51029,Matt,Gladius,Heal,41.0,All Allies,Mag,0,,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN SKILL STATUS CHANGE,,,,,Self,,,,,,,,,Ultimate
51031,Matt,Dragontail Sword,None,360.0,Single Enemy,Mag,4,,PATK Down,28,9,High,Mid,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Event
51032,Matt,Desperado Rapier,Heal,60.0,All Allies,Mag,5,,Lightning Resistance Up,30,10,Very High,High,All Allies,Wind Resistance Up,30,10,Very High,High,All Allies,PATK Up,30,10,Very High,High,All Allies,,,Featured
52001,Lucia,V39,None,690.0,All Enemies,Phys,4,,UNKOWN ADDITIONAL EFFECT,,,,,All Enemies,,,,,,,,,,,,,,,Featured
52002,Lucia,Pulse Gun,Wind,500.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Featured
52003,Lucia,Serpent Eater,Water,790.0,Single Enemy,Phys,4,,,,,,,,,,,,,,,,,,,,,,Featured
52004,Lucia,Thunderbird,Lightning,540.0,Single Enemy,Mag,4,,MDEF Down,30,10,Very High,High,Single Enemy,,,,,,,,,,,,,,,Featured
52005,Lucia,Tranquilizer Gun,Heal,165.0,Self,Mag,5,,UNKNOWN EFFECT: 6,,,,,Self,,,,,,,,,,,,,,,Featured
52006,Lucia,SSR1976,Heal,14.0,Single Ally,Mag,4,,MDEF Up,38,12,Very High,Very High,Single Ally,,,,,,,,,,,,,,,Featured
52007,Lucia,Mad Minute,None,540.0,Single Enemy,Phys,4,,MATK Down,25,8,Very High,Very High,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Featured
52009,Lucia,Bald Eagle,None,540.0,Single Enemy,Phys,4,,Ice Resistance Down,25,8,Very High,Very High,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Featured
52010,Lucia,Black Rifle,None,790.0,Single Enemy,Phys,4,,Status Ailment: Silence,5,2,,,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Featured
52013,Lucia,Nightjar,None,420.0,Single Enemy,Mag,3,◊ Diamond,PDEF Down,24,8,Very High,Very High,Single Enemy,MDEF Down,24,8,High,High,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,Featured
52014,Lucia,Rubber Band Gun,None,620.0,Single Enemy,Phys,4,,UNKNOWN EFFECT: 30,,,,,Self,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Event
52015,Lucia,Featherscatter,None,360.0,Single Enemy,Mag,4,,PATK Down,28,9,High,Mid,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Event
52016,Lucia,Barn Swallow,None,790.0,Single Enemy,Phys,4,◊ Diamond,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,,,,,,,Featured
52017,Lucia,Pumpkin Blaster,Heal,14.0,Single Ally,Mag,4,,MDEF Up,38,12,Very High,High,Single Ally,,,,,,,,,,,,,,,Event
52019,Lucia,Rifle of Levin,Lightning,420.0,Single Enemy,Mag,4,,,,,,,,,,,,,,,,,,,,,,Grindable
52020,Lucia,Holiday Revolver,Earth,800.0,Single Enemy,Mag,4,,,,,,,,,,,,,,,,,,,,,,Featured
52021,Lucia,Vivi's Magical Gun,Fire,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
52022,Lucia,Rose Musket,Fire,620.0,Single Enemy,Mag,4,,MDEF Down,30,10,Very High,Very High,Single Enemy,,,,,,,,,,,,,,,Featured
52023,Lucia,Turks' Rifle,None,360.0,Single Enemy,Mag,4,,PDEF Down,28,9,High,Mid,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Event
52025,Lucia,Marine Shooter,None,560.0,All Enemies,Phys,4,,PATK Down,30,10,Very High,High,All Enemies,Fire Resistance Down,30,10,Very High,Very High,All Enemies,,,,,,,,,Featured
52026,Lucia,Ultimate V39,Heal,5.0,Single Ally,Mag,0,,PATK Up,30,30,Very High,Very High,Single Ally,MATK Up,30,30,Very High,Very High,Single Ally,,,,,,,,,Ultimate
52027,Lucia,Eligor Rifle,Ice,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
52029,Lucia,Rifle of the Hunt,Earth,620.0,Single Enemy,Phys,4,,Earth Resistance Down,30,10,Very High,High,Single Enemy,PDEF Down,30,10,Very High,High,Single Enemy,,,,,,,,,Featured
52030,Lucia,Spirit Demon Rifle,None,250.0,All Enemies,Mag,4,,PATK Down,35,8,High,Mid,All Enemies,UNKOWN ADDITIONAL EFFECT,,,,,All Enemies,,,,,,,,,Event
52031,Lucia,Shinra Ceremonial Rifle,Fire,840.0,Single Enemy,Phys,4,,Status Ailment: Enfeeble,60,12,,,Single Enemy,Fire Damage Up,20,6,Very High,High,All Allies,UNKNOWN EFFECT: 16,,,,,All Allies,,,Limited
52032,Lucia,Aldebaran,None,2000.0,Single Enemy,Both,0,,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,,,Ultimate
52034,Lucia,Desperado Rifle,Ice,780.0,All Enemies,Phys,4,,PDEF Down,20,6,Very High,High,All Enemies,Ice Damage Up,20,6,Very High,High,All Allies,,,,,,,,,Featured
56001,Angeal,Type-90 Longsword,None,750.0,Single Enemy,Phys,4,,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,Featured
56002,Angeal,Greatsword (A),None,540.0,All Enemies,Phys,4,,PDEF Down,30,10,Very High,Very High,All Enemies,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN ADDITIONAL EFFECT,,,,,All Enemies,,,Featured
56003,Angeal,Type-91 Two-Hander,None,420.0,Single Enemy,Mag,3,◊ Diamond,PATK Down,24,8,Very High,High,Single Enemy,MATK Down,24,8,High,High,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,Featured
56004,Angeal,Shinra Greatsword: Model I,None,620.0,Single Enemy,Phys,4,,Earth Resistance Down,30,10,Very High,Very High,Single Enemy,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,Featured
56005,Angeal,CC Alloy Greatsword,Lightning,900.0,Single Enemy,Mag,4,,,,,,,,,,,,,,,,,,,,,,Featured
56006,Angeal,Stalwart Integrity,Heal,8.0,All Allies,Mag,4,,PDEF Up,20,6,Very High,Very High,All Allies,PATK Up,20,6,Very High,Very High,All Allies,,,,,,,,,Featured
56007,Angeal,Innocent Warrior,Fire,520.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Featured
56008,Angeal,Gargantuan Monolith,Heal,16.0,Self,Phys,4,,UNKOWN SKILL STATUS CHANGE,,,,,Self,MDEF Up,44,14,Very High,Very High,Self,,,,,,,,,Featured
56009,Angeal,Sequoiadendron,Earth,600.0,Single Enemy,Phys,4,,,,,,,,,,,,,,,,,,,,,,Featured
56010,Angeal,Tranquility,Water,940.0,Single Enemy,Phys,4,,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN SKILL STATUS CHANGE,,,,,Self,,,,,,,,,Limited
56011,Angeal,Orchard Shovel,None,490.0,Single Enemy,Phys,4,,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Event
56012,Angeal,Ultimate Type-90 Longsword,Heal,5.0,All Allies,Mag,0,,PDEF Up,20,20,Very High,High,All Allies,MDEF Up,20,20,Very High,High,All Allies,,,,,,,,,Ultimate
56013,Angeal,Cyan's Blade,Ice,450.0,Single Enemy,Phys,4,,,,,,,,,,,,,,,,,,,,,,Event
56014,Angeal,Mythril Slasher,Water,580.0,All Enemies,Mag,4,,Water Resistance Down,30,10,Very High,High,All Enemies,UNKOWN SKILL STATUS CHANGE,,,,,Self,,,,,,,,,Featured
56015,Angeal,Volcanic Heat,Fire,620.0,Single Enemy,Phys,4,,Fire Resistance Down,30,10,Very High,Very High,Single Enemy,UNKOWN SKILL STATUS CHANGE,,,,,Self,,,,,,,,,Featured
56016,Angeal,Titan Blade,Earth,450.0,Single Enemy,Mag,4,,,,,,,,,,,,,,,,,,,,,,Grindable
56017,Angeal,Turks' Blade,None,250.0,All Enemies,Mag,4,,PATK Down,35,8,High,Mid,All Enemies,UNKOWN ADDITIONAL EFFECT,,,,,All Enemies,,,,,,,,,Event
56019,Angeal,Greatsword of the Worthy,Heal,8.0,All Allies,Mag,4,,PDEF Up,20,6,Very High,High,All Allies,MDEF Up,20,6,Very High,High,All Allies,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,,,Limited
56020,Angeal,Blade of the Hunt,Ice,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
56021,Angeal,Penance Blade,Fire,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
56022,Angeal,Inflatable Buster Sword,None,640.0,All Enemies,Phys,4,,Status Ailment: Water Weakness,60,12,,+30.0%,All Enemies,UNKOWN SKILL STATUS CHANGE,,,,,Self,PDEF Up,25,8,Very High,Very High,All Allies,UNKOWN ADDITIONAL EFFECT,All Enemies,Featured
56023,Angeal,Rhad Blade,Water,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
56025,Angeal,Balmung,None,2000.0,Single Enemy,Both,0,,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN SKILL STATUS CHANGE,,,,,Self,,,Ultimate
56026,Angeal,Ghost Ensis,Earth,780.0,All Enemies,Mag,4,,Earth Resistance Down,25,8,Very High,High,All Enemies,Earth Damage Up,25,8,Very High,High,All Allies,,,,,,,,,Featured
56027,Angeal,Master Tonberry's Blade,Heal,14.0,Single Ally,Mag,4,,PATK Up,44,14,High,Mid,Single Ally,UNKOWN SKILL STATUS CHANGE,,,,,Single Ally,,,,,,,,,Event
56028,Angeal,Lightning's Sword,None,700.0,Single Enemy,Phys,4,,PATK Down,25,8,High,High,Single Enemy,PDEF Up,25,8,High,High,All Allies,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,Event
56029,Angeal,Sea Dragon Greatsword,None,360.0,Single Enemy,Mag,4,,Water Resistance Down,28,9,High,High,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Grindable
60001,Sephiroth (Original),Masamune,None,800.0,Single Enemy,Phys,4,,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,PDEF Down,25,8,Very High,Very High,Single Enemy,MDEF Down,25,8,Very High,Very High,Single Enemy,UNKOWN ADDITIONAL EFFECT,Single Enemy,Featured
60002,Sephiroth (Original),Shiranui,Fire,1340.0,Single Enemy,Mag,4,,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,,,,,,,,,,,,,,,Limited
60003,Sephiroth (Original),Osafune,Water,1340.0,Single Enemy,Mag,4,,MATK Up,25,8,Very High,High,All Allies,,,,,,,,,,,,,,,Featured
60004,Sephiroth (Original),Kotetsu,None,540.0,All Enemies,Phys,4,,PATK Down,40,13,Very High,Very High,All Enemies,MATK Down,40,13,Very High,Very High,All Enemies,UNKOWN ADDITIONAL EFFECT,,,,,All Enemies,,,Featured
60005,Sephiroth (Original),Kikuichimonji,None,1340.0,All Enemies,Mag,4,,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN ADDITIONAL EFFECT,,,,,All Enemies,UNKOWN SKILL STATUS CHANGE,Self,Limited
60006,Sephiroth (Original),Ultimate Masamune,None,1000.0,Single Enemy,Both,0,,MDEF Down,30,10,Very High,Very High,Single Enemy,MATK Up,30,10,Very High,Very High,Self,,,,,,,,,Ultimate
60007,Sephiroth (Original),Muramasa,None,1340.0,All Enemies,Mag,4,,Status Ailment: Single-Tgt. Phys. Dmg. Rcvd. Up,60,20,,+50.0%,All Enemies,Status Ailment: Single-Tgt. Mat. Dmg. Rcvd. Up,60,20,,+50.0%,All Enemies,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN ADDITIONAL EFFECT,All Enemies,Limited
60008,Sephiroth (Original),Heaven's Cloud,None,2000.0,Single Enemy,Both,0,,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN SKILL STATUS CHANGE,,,,,Self,,,,,,,,,Ultimate
60009,Sephiroth (Original),Divine Steed Blade,Earth,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
